,t,strain*1e+21
3986,0.1581,0.0000
3987,0.1583,0.0000
3988,0.1586,0.0000
3989,0.1588,0.0000
3990,0.1590,0.0000
3991,0.1593,0.0000
3992,0.1595,0.0000
3993,0.1598,0.0000
3994,0.1600,0.0000
3995,0.1603,0.0000
3996,0.1605,0.0000
3997,0.1608,0.0000
3998,0.1610,0.0000
3999,0.1612,0.0000
4000,0.1615,0.0000
4001,0.1617,0.0000
4002,0.1620,0.0000
4003,0.1622,0.0000
4004,0.1625,0.0000
4005,0.1627,0.0000
4006,0.1630,0.0000
4007,0.1632,0.0000
4008,0.1634,0.0000
4009,0.1637,0.0000
4010,0.1639,0.0000
4011,0.1642,0.0000
4012,0.1644,0.0000
4013,0.1647,0.0000
4014,0.1649,0.0000
4015,0.1651,0.0000
4016,0.1654,0.0000
4017,0.1656,0.0000
4018,0.1659,0.0000
4019,0.1661,0.0000
4020,0.1664,0.0000
4021,0.1666,0.0000
4022,0.1669,0.0000
4023,0.1671,0.0000
